date,counter,temp_high,temp_low,other
28-Feb-2018,11639,8,1,0
01-Mar-2018,11673,9,-3,0
02-Mar-2018,11706,7,-1,0
03-Mar-2018,11729,13,8,0
04-Mar-2018,11751,15,11,0
05-Mar-2018,11776,15,11,0
06-Mar-2018,11798,15,11,0
07-Mar-2018,11815,15,11,0


